normalized_player,normalized_full_name,full_name,height_cm,weight_kg,preferred_foot,weak_foot,dob,club_contract_valid_until,birth_year_x,#OPA,#OPA/90,+/-,+/-90,/90,1/3,1/3_stats_possession,2CrdY,90s,90s_stats_defense,90s_stats_gca,90s_stats_keeper,90s_stats_keeper_adv,90s_stats_misc,90s_stats_passing,90s_stats_passing_types,90s_stats_playing_time,90s_stats_possession,90s_stats_shooting,A-xAG,Age,Age_stats_defense,Age_stats_gca,Age_stats_keeper,Age_stats_keeper_adv,Age_stats_misc,Age_stats_passing,Age_stats_passing_types,Age_stats_playing_time,Age_stats_possession,Age_stats_shooting,Ast,Ast_stats_passing,Att,Att (GK),Att 3rd,Att 3rd_stats_possession,Att Pen,Att_stats_defense,Att_stats_keeper_adv,Att_stats_passing_types,Att_stats_possession,AvgDist,AvgLen,Blocks,Blocks_stats_defense,Born,Born_stats_defense,Born_stats_gca,Born_stats_keeper,Born_stats_keeper_adv,Born_stats_misc,Born_stats_passing,Born_stats_passing_types,Born_stats_playing_time,Born_stats_possession,Born_stats_shooting,CK,CK_stats_keeper_adv,CPA,CS,CS%,Carries,Clr,Cmp,Cmp%,Cmp%_stats_keeper_adv,Cmp_stats_keeper_adv,Cmp_stats_passing_types,Comp,Comp_stats_defense,Comp_stats_gca,Comp_stats_keeper,Comp_stats_keeper_adv,Comp_stats_misc,Comp_stats_passing,Comp_stats_passing_types,Comp_stats_playing_time,Comp_stats_possession,Comp_stats_shooting,Compl,CrdR,CrdR_stats_misc,CrdY,CrdY_stats_misc,Crs,CrsPA,Crs_stats_misc,D,Dead,Def,Def 3rd,Def 3rd_stats_possession,Def Pen,Dis,Dist,Err,FK,FK_stats_keeper_adv,FK_stats_passing_types,Fld,Fld_stats_misc,Fls,G+A,G+A-PK,G-PK,G-xG,G/Sh,G/SoT,GA,GA90,GA_stats_keeper_adv,GCA,GCA90,Gls,Gls_stats_shooting,In,Int,Int_stats_misc,KP,L,Launch%,Live,Live_stats_possession,Lost,Lost_stats_misc,MP,MP_stats_keeper,MP_stats_playing_time,Mid 3rd,Mid 3rd_stats_possession,Min,Min%,Min_stats_keeper,Min_stats_playing_time,Mis,Mn/MP,Mn/Start,Mn/Sub,Nation,Nation_stats_defense,Nation_stats_gca,Nation_stats_keeper,Nation_stats_keeper_adv,Nation_stats_misc,Nation_stats_passing,Nation_stats_passing_types,Nation_stats_playing_time,Nation_stats_possession,Nation_stats_shooting,OG,OG_stats_keeper_adv,Off,Off_stats_misc,On-Off,Opp,Out,PK,PKA,PKA_stats_keeper_adv,PK_stats_shooting,PKatt,PKatt_stats_keeper,PKatt_stats_shooting,PKcon,PKm,PKsv,PKwon,PPA,PPM,PSxG,PSxG+/-,PSxG/SoT,Pass,PassDead,PassLive,Player,Pos,Pos_stats_defense,Pos_stats_gca,Pos_stats_keeper,Pos_stats_keeper_adv,Pos_stats_misc,Pos_stats_passing,Pos_stats_passing_types,Pos_stats_playing_time,Pos_stats_possession,Pos_stats_shooting,PrgC,PrgC_stats_possession,PrgDist,PrgDist_stats_possession,PrgP,PrgP_stats_passing,PrgR,PrgR_stats_possession,Rec,Recov,Rk,Rk_stats_defense,Rk_stats_gca,Rk_stats_keeper,Rk_stats_keeper_adv,Rk_stats_misc,Rk_stats_passing,Rk_stats_passing_types,Rk_stats_playing_time,Rk_stats_possession,Rk_stats_shooting,SCA,SCA90,Save%,Saves,Sh,Sh/90,Sh_stats_defense,Sh_stats_gca,SoT,SoT%,SoT/90,SoTA,Squad,Starts,Starts_stats_keeper,Starts_stats_playing_time,Stp,Stp%,Str,Subs,Succ,Succ%,Sw,TB,TI,TO,Thr,Tkl,Tkl%,Tkl+Int,TklW,TklW_stats_misc,Tkld,Tkld%,TotDist,TotDist_stats_possession,Touches,W,Won,Won%,id,last_evaluation,market_value,np:G-xG,npxG,npxG+xAG,npxG/Sh,npxG_stats_shooting,onG,onGA,onxG,onxGA,success,unSub,value_updated,xA,xAG,xAG_stats_passing,xG,xG+/-,xG+/-90,xG+xAG,xG_stats_shooting,birth_year_y
robert lewandowski, robert lewandowski, Robert Lewandowski,185,81,Right,4 ,1988-08-21,2026,1988,,,46,1.55,,31,11,0,29.6,29.6,29.6,,,29.6,29.6,29.6,29.6,29.6,29.6,-0.3,35.0,35.0,35.0,,,35.0,35.0,35.0,35.0,35.0,35.0,2,2,522,,4,475,179,11,,522,35,,,22,14,1988.0,1988.0,1988.0,,,1988.0,1988.0,1988.0,1988.0,1988.0,1988.0,0,,16,,,472,26,383,73.4,,,383,es La Liga,es La Liga,es La Liga,,,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,15,0,0,1,1,5,0,5,,15,0,1,59,32,45,13.2,0,5,,1,5,39,30,29,0.88,24,-0.1,0.22,0.53,,,,3,0.1,27,27,0,3,3,19,,,503,837,6,39,34,,34,5,314,2667,78.0,,2667,75,78,82.0,27.0,pl POL,pl POL,pl POL,,,pl POL,pl POL,pl POL,pl POL,pl POL,pl POL,0,,4,17,-0.48,,0,3,,,3,4,,4,0,,,0,9,2.24,,,,12,0,33,Robert Lewandowski,FW,FW,FW,,,FW,FW,FW,FW,FW,FW,27,27,900,589,48,48,164,164,667,45,1484,1484,1484,,,1484,1484,1484,1836,1484,1484,50,1.69,,,111,3.75,2,8,45,40.5,1.52,,Barcelona,32,,32,,,0,2,20,57.1,6,3,0,4,,10,45.5,13,5,5,13,37.1,4856,1785,841,,37,48.7,38253.0,2024-12-27,15000000.0,0.0,24.0,26.3,0.22,24.0,73,27,63.4,31.2,True,2,True,1.5,2.3,2.3,27.1,32.2,1.09,0.99,27.1,1988
jamal musiala, jamal musiala, Jamal Musiala,184,72,Right,4 ,2003-02-26,2030,2003,,,33,1.65,,75,48,0,20.0,20.0,20.0,,,20.0,20.0,20.0,20.0,20.0,20.0,-2.5,21.0,21.0,21.0,,,21.0,21.0,21.0,21.0,21.0,21.0,2,2,942,,13,636,163,29,,942,141,,,33,30,2003.0,2003.0,2003.0,,,2003.0,2003.0,2003.0,2003.0,2003.0,2003.0,7,,36,,,792,5,778,82.6,,,778,de Bundesliga,de Bundesliga,de Bundesliga,,,de Bundesliga,de Bundesliga,de Bundesliga,de Bundesliga,de Bundesliga,de Bundesliga,9,0,0,3,3,8,0,8,,23,2,7,94,7,33,15.1,1,0,,2,9,55,20,14,0.7,12,2.7,0.18,0.39,,,,9,0.45,12,12,0,8,8,41,,,914,1278,17,14,25,,25,16,565,1798,58.8,,1798,67,72,81.0,24.0,de GER,de GER,de GER,,,de GER,de GER,de GER,de GER,de GER,de GER,0,,5,2,-0.77,,0,0,,,0,0,,0,0,,,1,24,2.44,,,,30,1,70,Jamal Musiala,MF,MF,MF,,,MF,MF,MF,MF,MF,MF,71,71,2645,2300,107,107,156,156,1031,75,1834,1834,1834,,,1834,1834,1834,2263,1834,1834,111,5.56,,,68,3.4,0,7,31,45.6,1.55,,Bayern Munich,21,,21,,,0,4,72,51.1,2,14,6,22,,36,41.4,44,21,21,59,41.8,10803,4412,1278,,7,33.3,580195.0,2025-06-05,140000000.0,2.7,9.3,13.8,0.14,9.3,51,18,44.6,13.6,True,0,True,5.9,4.5,4.5,9.3,31.0,1.55,0.69,9.3,2003
bukayo saka, bukayo saka, Bukayo Saka,178,65,Left,4 ,2001-09-05,2027,2001,,,17,0.88,,15,32,0,19.2,19.2,19.2,,,19.2,19.2,19.2,19.2,19.2,19.2,2.4,22.0,22.0,22.0,,,22.0,22.0,22.0,22.0,22.0,22.0,10,10,731,,9,715,162,24,,731,90,,,21,22,2001.0,2001.0,2001.0,,,2001.0,2001.0,2001.0,2001.0,2001.0,2001.0,64,,51,,,628,8,552,75.5,,,552,eng Premier League,eng Premier League,eng Premier League,,,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,7,0,0,3,3,117,12,117,,83,0,9,57,6,40,15.6,0,1,,7,4,39,15,16,0.78,5,-0.8,0.08,0.23,,,,23,1.2,6,6,56,3,3,58,,,644,978,11,20,25,,25,11,216,1729,50.6,,1729,34,69,79.0,32.0,eng ENG,eng ENG,eng ENG,,,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,0,,4,7,-0.07,,0,1,,,1,1,,1,0,,,1,38,1.96,,,,22,20,71,Bukayo Saka,"FW,MF","FW,MF","FW,MF",,,"FW,MF","FW,MF","FW,MF","FW,MF","FW,MF","FW,MF",96,96,2487,2460,70,70,255,255,711,70,2300,2300,2300,,,2300,2300,2300,2837,2300,2300,117,6.09,,,66,3.44,0,10,22,33.3,1.15,,Arsenal,20,,20,,,2,5,41,45.6,2,4,12,12,,29,54.2,32,15,15,37,41.1,8408,4253,979,,10,33.3,433177.0,2025-05-30,150000000.0,-1.0,6.0,13.7,0.09,6.0,38,21,34.8,17.6,True,0,True,7.8,7.6,7.6,6.8,17.3,0.9,0.75,6.8,2001
federico valverde, federico santiago valverde dipetta, Federico Santiago Valverde Dipetta,182,74,Right,4 ,1998-07-22,2029,1998,,,39,1.16,,232,57,0,33.7,33.7,33.7,,,33.7,33.7,33.7,33.7,33.7,33.7,0.9,26.0,26.0,26.0,,,26.0,26.0,26.0,26.0,26.0,26.0,4,4,2237,,5,572,43,43,,2237,28,,,23,38,1998.0,1998.0,1998.0,,,1998.0,1998.0,1998.0,1998.0,1998.0,1998.0,3,,5,,,1525,52,2010,89.9,,,2010,es La Liga,es La Liga,es La Liga,,,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,28,0,0,4,4,26,2,26,,81,0,22,528,98,1,26.8,1,5,,37,0,15,12,10,0.3,6,3.3,0.11,0.27,,,,13,0.39,6,6,3,55,55,39,,,2145,2543,14,15,36,,36,23,1461,3032,88.7,,3032,35,84,88.0,21.0,uy URU,uy URU,uy URU,,,uy URU,uy URU,uy URU,uy URU,uy URU,uy URU,0,,11,1,0.93,,0,0,,,0,0,,0,0,,,0,31,2.25,,,,30,1,81,Federico Valverde,"MF,DF","MF,DF","MF,DF",,,"MF,DF","MF,DF","MF,DF","MF,DF","MF,DF","MF,DF",66,66,10229,4084,226,226,76,76,1905,174,2667,2667,2667,,,2667,2667,2667,3283,2667,2667,87,2.58,,,57,1.69,8,4,22,38.6,0.65,,Real Madrid,34,,34,,,0,2,16,57.1,50,3,38,1,,50,67.4,105,30,30,10,35.7,34974,8009,2543,,27,64.3,369081.0,2024-12-27,130000000.0,3.3,2.7,5.8,0.05,2.7,70,31,68.1,35.3,True,1,True,3.2,3.1,3.1,2.7,32.7,0.97,0.17,2.7,1998
lautaro martinez, lautaro javier martinez, Lautaro Javier Martínez,174,72,Right,4 ,1997-08-22,2029,1997,,,31,1.09,,41,27,0,28.5,28.5,28.5,,,28.5,28.5,28.5,28.5,28.5,28.5,-1.3,26.0,26.0,26.0,,,26.0,26.0,26.0,26.0,26.0,26.0,3,3,634,,8,494,162,25,,634,47,,,21,21,1997.0,1997.0,1997.0,,,1997.0,1997.0,1997.0,1997.0,1997.0,1997.0,0,,12,,,625,15,472,74.4,,,472,it Serie A,it Serie A,it Serie A,,,it Serie A,it Serie A,it Serie A,it Serie A,it Serie A,it Serie A,15,0,0,1,1,13,1,13,,30,1,10,84,15,54,13.8,0,0,,3,4,42,41,15,0.53,12,-1.5,0.12,0.35,,,,8,0.28,12,12,0,10,10,36,,,596,981,12,38,31,,31,12,413,2564,75.0,,2564,70,83,83.0,,ar ARG,ar ARG,ar ARG,,,ar ARG,ar ARG,ar ARG,ar ARG,ar ARG,ar ARG,0,,8,22,-0.28,,0,0,,,0,0,,0,0,,,0,22,2.0,,,,18,0,58,Lautaro Martínez,FW,FW,FW,,,FW,FW,FW,FW,FW,FW,34,34,1609,1101,68,68,197,197,754,73,1651,1651,1651,,,1651,1651,1651,2032,1651,1651,77,2.7,,,102,3.58,3,12,34,33.3,1.19,,Inter,31,,31,,,0,0,17,36.2,10,9,2,2,,30,52.0,40,16,16,25,53.2,7494,2739,981,,35,47.9,406625.0,2025-03-25,95000000.0,-1.5,13.5,17.8,0.13,13.5,58,27,48.7,25.8,True,1,True,4.3,4.3,4.3,13.5,22.9,0.8,0.62,13.5,1997
joshua kimmich, joshua walter kimmich, Joshua Walter Kimmich,177,75,Right,4 ,1995-02-08,2029,1995,,,62,1.96,,437,83,0,31.6,31.6,31.6,,,31.6,31.6,31.6,31.6,31.6,31.6,-0.4,29.0,29.0,29.0,,,29.0,29.0,29.0,29.0,29.0,29.0,7,7,3652,,7,1017,19,50,,3652,22,,,30,23,1995.0,1995.0,1995.0,,,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,117,,1,,,2399,34,3269,89.5,,,3269,de Bundesliga,de Bundesliga,de Bundesliga,,,de Bundesliga,de Bundesliga,de Bundesliga,de Bundesliga,de Bundesliga,de Bundesliga,31,0,0,4,4,176,10,176,,291,1,11,540,72,7,23.9,3,4,,125,1,27,15,10,0.32,3,1.2,0.09,0.3,,,,18,0.57,3,3,73,25,25,83,,,3354,3867,20,9,33,,33,29,2328,2847,93.0,,2847,21,86,89.0,15.0,de GER,de GER,de GER,,,de GER,de GER,de GER,de GER,de GER,de GER,0,,7,2,-0.15,,21,0,,,0,0,,0,0,,,0,53,2.39,,,,20,36,116,Joshua Kimmich,MF,MF,MF,,,MF,MF,MF,MF,MF,MF,51,51,17234,5197,362,362,77,77,3047,190,1357,1357,1357,,,1357,1357,1357,1676,1357,1357,159,5.03,,,34,1.07,3,3,10,29.4,0.32,,Bayern Munich,32,,32,,,1,1,12,54.5,42,21,44,2,,47,60.0,72,29,29,9,40.9,58907,11970,3867,,12,57.1,161056.0,2025-06-05,45000000.0,1.2,1.8,9.2,0.05,1.8,90,28,74.5,23.5,True,0,True,10.5,7.4,7.4,1.8,51.0,1.61,0.29,1.8,1995
antonio rudiger, antonio rudiger, Antonio Rüdiger,190,85,Right,3 ,1993-03-03,2026,1993,,,29,1.14,,117,26,0,25.5,25.5,25.5,,,25.5,25.5,25.5,25.5,25.5,25.5,-0.5,31.0,31.0,31.0,,,31.0,31.0,31.0,31.0,31.0,31.0,0,0,1858,,0,94,23,15,,1858,7,,,5,22,1993.0,1993.0,1993.0,,,1993.0,1993.0,1993.0,1993.0,1993.0,1993.0,0,,2,,,1373,96,1706,91.8,,,1706,es La Liga,es La Liga,es La Liga,,,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,24,0,0,3,3,4,1,4,,72,0,14,969,233,2,18.0,1,0,,48,3,15,15,0,0.0,0,-1.7,0.0,0.0,,,,2,0.08,0,0,0,9,9,7,,,1780,2069,4,24,29,,29,6,1016,2291,67.0,,2291,7,79,87.0,14.0,de GER,de GER,de GER,,,de GER,de GER,de GER,de GER,de GER,de GER,0,,6,2,0.26,,0,0,,,0,0,,0,1,,,2,6,2.21,,,,8,0,19,Antonio Rüdiger,DF,DF,DF,,,DF,DF,DF,DF,DF,DF,20,20,10610,4120,94,94,4,4,1584,102,2271,2271,2271,,,2271,2271,2271,2799,2271,2271,28,1.1,,,24,0.94,14,6,4,16.7,0.16,,Real Madrid,26,,26,,,0,3,3,42.9,18,3,9,0,,20,73.3,29,13,13,2,28.6,32076,6532,2069,,35,59.3,86202.0,2024-12-27,24000000.0,-1.7,1.7,2.3,0.07,1.7,54,25,48.1,26.5,True,1,True,0.9,0.5,0.5,1.7,21.6,0.85,0.09,1.7,1993
jan oblak, jan oblak, Jan Oblak,188,87,Right,3 ,1993-01-07,2028,1993,28.0,0.78,33,0.92,-0.07,7,0,0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,0,0,948,670.0,0,0,0,0,277.0,948,2,14.0,30.2,0,0,1993.0,1993.0,1993.0,1993.0,1993.0,1993.0,1993.0,1993.0,1993.0,1993.0,1993.0,0,3.0,0,15.0,41.7,540,17,763,80.5,39.4,109.0,763,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,36,0,0,0,0,0,0,0,10.0,339,0,0,1004,934,0,,2,0,1.0,62,0,2,0,0,0.0,0,0.0,,,30.0,0.83,30.0,1,0.03,0,0,0,0,0,0,6.0,24.3,608,1005,0,0,36,36.0,36,0,1,3240,94.7,3240.0,3240,1,90,90.0,,si SVN,si SVN,si SVN,si SVN,si SVN,si SVN,si SVN,si SVN,si SVN,si SVN,si SVN,0,2.0,1,0,-1.58,488.0,0,0,5.0,5.0,0,0,5.0,0,0,0.0,0.0,0,0,1.94,25.6,-2.4,0.19,0,2,4,Jan Oblak,GK,GK,GK,GK,GK,GK,GK,GK,GK,GK,GK,0,0,13324,1581,0,0,0,0,356,29,1939,1939,1939,122.0,122.0,1939,1939,1939,2394,1939,1939,6,0.17,78.1,86.0,0,0.0,0,0,0,,0.0,114.0,Atlético Madrid,36,36.0,36,28.0,5.7,0,0,2,100.0,1,0,0,0,183.0,0,,0,0,0,0,0.0,19982,2652,1005,20.0,3,100.0,121483.0,2024-12-27,25000000.0,0.0,0.0,0.0,,0.0,63,30,60.2,33.1,True,0,True,0.0,0.0,0.0,0.0,27.1,0.75,0.0,0.0,1993
marc-andre ter stegen, marc-andre ter stegen, Marc-André ter Stegen,187,85,Right,4 ,1992-04-30,2028,1992,13.0,1.74,14,1.87,-0.34,1,0,0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,0.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,0,0,251,224.0,0,0,0,1,31.0,251,0,17.0,26.5,0,0,1992.0,1992.0,1992.0,1992.0,1992.0,1992.0,1992.0,1992.0,1992.0,1992.0,1992.0,0,1.0,0,1.0,12.5,158,2,233,92.8,48.4,15.0,233,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,7,0,0,0,0,0,0,0,0.0,38,0,0,260,186,0,,2,0,0.0,11,0,2,0,0,0.0,0,0.0,,,9.0,1.2,9.0,0,0.0,0,0,0,0,0,0,1.0,12.1,213,262,1,0,8,8.0,8,0,2,674,19.7,674.0,674,0,84,84.0,,de GER,de GER,de GER,de GER,de GER,de GER,de GER,de GER,de GER,de GER,de GER,0,0.0,0,0,0.26,83.0,0,0,1.0,1.0,0,0,1.0,0,0,0.0,0.0,0,1,2.63,6.4,-2.6,0.26,0,1,0,Marc-André ter Stegen,GK,GK,GK,GK,GK,GK,GK,GK,GK,GK,GK,0,0,4091,562,2,2,0,0,154,14,2572,2572,2572,192.0,192.0,2572,2572,2572,3169,2572,2572,1,0.13,63.6,13.0,0,0.0,0,0,0,,0.0,22.0,Barcelona,8,8.0,8,5.0,6.0,0,0,0,,0,0,0,0,40.0,0,0.0,0,0,0,0,,5847,755,262,7.0,1,100.0,74857.0,2024-12-27,15000000.0,0.0,0.0,0.0,,0.0,23,9,18.3,8.0,True,3,True,0.0,0.0,0.0,0.0,10.2,1.37,0.0,0.0,1992
cole palmer, cole jermaine palmer, Cole Jermaine Palmer,185,76,Left,3 ,2002-05-06,2033,2002,,,22,0.62,,163,76,0,35.5,35.5,35.5,,,35.5,35.5,35.5,35.5,35.5,35.5,-2.9,22.0,22.0,22.0,,,22.0,22.0,22.0,22.0,22.0,22.0,8,8,1480,,12,901,144,27,,1480,113,,,48,16,2002.0,2002.0,2002.0,,,2002.0,2002.0,2002.0,2002.0,2002.0,2002.0,75,,41,,,1173,20,1140,77.0,,,1140,eng Premier League,eng Premier League,eng Premier League,,,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,26,0,0,7,7,144,17,144,,198,2,12,150,23,37,20.4,1,12,,45,8,60,15,23,0.54,11,-2.3,0.09,0.25,,,,15,0.42,15,15,49,11,11,87,,,1273,1846,15,7,37,,37,10,824,3191,93.3,,3191,71,86,88.0,32.0,eng ENG,eng ENG,eng ENG,,,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,0,,9,7,1.01,,5,4,,,4,5,,5,0,,,1,64,1.86,,,,15,21,134,Cole Palmer,"MF,FW","MF,FW","MF,FW",,,"MF,FW","MF,FW","MF,FW","MF,FW","MF,FW","MF,FW",120,120,5611,3804,214,214,187,187,1366,106,2034,2034,2034,,,2034,2034,2034,2508,2034,2034,202,5.7,,,121,3.41,1,21,44,36.4,1.24,,Chelsea,36,,36,,,0,1,51,45.1,14,22,17,16,,34,44.4,45,20,20,46,40.7,21582,7917,1851,,2,22.2,568177.0,2025-05-30,120000000.0,-2.3,13.3,24.2,0.11,13.3,63,41,64.8,44.1,True,0,True,9.1,10.9,10.9,17.3,20.7,0.58,0.79,17.3,2002
andre, william alain andre gabriel saliba, William Alain André Gabriel Saliba,193,85,Right,3 ,2001-03-24,2027,2001,,,-7,-0.25,,111,17,0,27.5,27.5,27.5,,,27.5,27.5,27.5,27.5,27.5,27.5,-0.8,23.0,23.0,23.0,,,23.0,23.0,23.0,23.0,23.0,23.0,0,0,1342,,9,155,3,63,,1342,32,,,14,42,2001.0,2001.0,2001.0,,,2001.0,2001.0,2001.0,2001.0,2001.0,2001.0,0,,0,,,912,30,1247,92.9,,,1247,eng Premier League,eng Premier League,eng Premier League,,,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,14,0,0,7,7,0,0,0,,32,4,41,439,89,21,25.5,1,0,,28,0,34,36,0,0.0,0,-0.4,0.0,0.0,,,,3,0.11,0,0,0,37,37,18,,,1308,1623,26,6,33,,33,41,1046,2472,72.3,,2472,30,75,80.0,3.0,br BRA,br BRA,br BRA,,,br BRA,br BRA,br BRA,br BRA,br BRA,br BRA,0,,2,0,0.5,,0,0,,,0,0,,0,1,,,0,5,1.15,,,,34,3,41,André,MF,MF,MF,,,MF,MF,MF,MF,MF,MF,10,10,5471,1688,109,109,11,11,1093,194,125,125,125,,,125,125,125,155,125,125,49,1.78,,,10,0.36,8,0,1,10.0,0.04,,Wolves,31,,31,,,0,2,16,50.0,15,5,2,1,,91,58.7,128,55,55,12,37.5,19660,3764,1623,,2,25.0,800176.0,2025-05-30,28000000.0,-0.4,0.4,1.3,0.04,0.4,39,46,29.9,40.5,True,2,True,0.7,0.8,0.8,0.4,-10.6,-0.39,0.05,0.4,2001
william saliba, william alain andre gabriel saliba, William Alain André Gabriel Saliba,193,85,Right,3 ,2001-03-24,2027,2001,,,35,1.04,,180,17,0,33.8,33.8,33.8,,,33.8,33.8,33.8,33.8,33.8,33.8,-0.9,23.0,23.0,23.0,,,23.0,23.0,23.0,23.0,23.0,23.0,0,0,2559,,2,142,18,28,,2559,19,,,4,25,2001.0,2001.0,2001.0,,,2001.0,2001.0,2001.0,2001.0,2001.0,2001.0,0,,1,,,1756,119,2413,94.3,,,2413,eng Premier League,eng Premier League,eng Premier League,,,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,32,1,1,2,2,3,0,3,,46,1,37,1127,190,8,5.4,7,0,,36,0,17,28,2,0.06,2,-0.3,0.33,1.0,,,,1,0.03,2,2,0,21,21,7,,,2508,2824,7,36,35,,35,23,1571,3039,88.9,,3039,19,87,87.0,,fr FRA,fr FRA,fr FRA,,,fr FRA,fr FRA,fr FRA,fr FRA,fr FRA,fr FRA,0,,5,1,1.04,,0,0,,,0,0,,0,1,,,0,6,1.97,,,,10,0,25,William Saliba,DF,DF,DF,,,DF,DF,DF,DF,DF,DF,16,16,12540,4154,138,138,6,6,2137,154,2311,2311,2311,,,2311,2311,2311,2851,2311,2311,27,0.8,,,6,0.18,15,1,2,33.3,0.06,,Arsenal,35,,35,,,0,0,12,63.2,10,1,4,0,,62,75.0,83,37,37,6,31.6,41458,7626,2824,,61,62.9,495666.0,2025-05-30,80000000.0,-0.3,2.3,3.1,0.38,2.3,62,27,54.2,29.8,True,0,True,1.3,0.9,0.9,2.3,24.4,0.72,0.09,2.3,2001
alessandro bastoni, alessandro bastoni, Alessandro Bastoni,190,75,Left,2 ,1999-04-13,2028,1999,,,43,1.61,,128,72,1,26.7,26.7,26.7,,,26.7,26.7,26.7,26.7,26.7,26.7,2.7,25.0,25.0,25.0,,,25.0,25.0,25.0,25.0,25.0,25.0,5,5,2225,,6,454,28,30,,2225,16,,,18,25,1999.0,1999.0,1999.0,,,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,0,,5,,,1633,52,1966,88.4,,,1966,it Serie A,it Serie A,it Serie A,,,it Serie A,it Serie A,it Serie A,it Serie A,it Serie A,it Serie A,8,1,1,6,6,64,24,64,,223,2,26,824,196,5,13.3,1,0,,74,3,39,44,6,0.22,1,0.2,0.08,0.5,,,,11,0.41,1,1,0,22,22,27,,,1990,2446,10,24,33,,33,14,1181,2401,70.2,,2401,26,73,76.0,19.0,it ITA,it ITA,it ITA,,,it ITA,it ITA,it ITA,it ITA,it ITA,it ITA,0,,12,1,1.52,,0,0,,,0,0,,0,0,,,0,49,2.15,,,,12,4,61,Alessandro Bastoni,DF,DF,DF,,,DF,DF,DF,DF,DF,DF,62,62,11275,4995,162,162,83,83,1815,96,259,259,259,,,259,259,259,316,259,259,71,2.66,,,13,0.49,13,1,2,15.4,0.07,,Inter,31,,31,,,0,2,7,43.8,22,3,115,0,,46,66.7,68,24,24,5,31.3,36493,8290,2446,,44,64.7,315853.0,2025-03-25,80000000.0,0.2,0.8,3.2,0.06,0.8,64,21,49.2,24.2,True,3,True,2.8,2.3,2.3,0.8,25.0,0.94,0.12,0.8,1999
declan rice, declan rice, Declan Rice,185,80,Right,3 ,1999-01-14,2028,1999,,,28,0.89,,137,58,1,31.4,31.4,31.4,,,31.4,31.4,31.4,31.4,31.4,31.4,0.4,25.0,25.0,25.0,,,25.0,25.0,25.0,25.0,25.0,25.0,7,7,1650,,6,733,81,41,,1650,29,,,15,27,1999.0,1999.0,1999.0,,,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,108,,16,,,1031,51,1376,83.4,,,1376,eng Premier League,eng Premier League,eng Premier League,,,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,23,1,1,7,7,164,5,164,,208,2,22,325,82,32,19.6,0,2,,71,5,16,21,11,0.35,4,0.5,0.08,0.29,,,,10,0.32,4,4,94,25,25,59,,,1436,1948,24,25,35,,35,25,909,2825,82.6,,2825,36,81,84.0,23.0,eng ENG,eng ENG,eng ENG,,,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,0,,6,2,-0.17,,3,0,,,0,0,,0,0,,,0,35,1.91,,,,14,33,62,Declan Rice,MF,MF,MF,,,MF,MF,MF,MF,MF,MF,90,90,6234,3394,192,192,94,94,1266,156,2208,2208,2208,,,2208,2208,2208,2724,2208,2208,111,3.54,,,48,1.53,13,5,14,29.2,0.45,,Arsenal,33,,33,,,0,2,14,48.3,17,5,4,4,,53,41.5,78,25,25,14,48.3,23402,6464,1948,,37,59.7,357662.0,2025-05-30,120000000.0,0.5,3.5,10.1,0.07,3.5,56,28,48.8,26.8,True,1,True,5.6,6.6,6.6,3.5,22.0,0.7,0.32,3.5,1999
